Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-08-19 00:00:00-04:00,2.4805075283482223,2.581215643676131,2.380294273451942,2.488940715789795,893181924,0.0,0.0
2004-08-20 00:00:00-04:00,2.5055603107366164,2.7057372587171695,2.492909466416938,2.6866366863250732,456686856,0.0,0.0
2004-08-23 00:00:00-04:00,2.7471624746324466,2.8148799025139617,2.7049934602461985,2.7136752605438232,365122512,0.0,0.0
2004-08-24 00:00:00-04:00,2.7593160300095283,2.768245967774877,2.569061114636917,2.6013071537017822,304946748,0.0,0.0
2004-08-25 00:00:00-04:00,2.6035405297703837,2.678947898893154,2.5767511878488074,2.629337787628174,183772044,0.0,0.0
2004-08-26 00:00:00-04:00,2.603291693723747,2.6777069791286072,2.5960984934202957,2.6767146587371826,141897960,0.0,0.0
2004-08-27 00:00:00-04:00,2.6814279586139182,2.6943267061174647,2.6216481566498278,2.6330578327178955,124235640,0.0,0.0
2004-08-30 00:00:00-04:00,2.6114786387859383,2.6166874355851193,2.5303659439086914,2.5303659439086914,103935960,0.0,0.0
2004-08-31 00:00:00-04:00,2.537558694918769,2.5725335578651247,2.5340864006589863,2.539295196533203,98357544,0.0,0.0
2004-09-01 00:00:00-04:00,2.5474805189786704,2.554178149411961,2.472321057770086,2.486708402633667,182765052,0.0,0.0
2004-09-02 00:00:00-04:00,2.460415194239856,2.539295579274233,2.4542140770337095,2.51796293258667,302373324,0.0,0.0
2004-09-03 00:00:00-04:00,2.504071908261782,2.5236680515790026,2.463639398280675,2.480755567550659,103048848,0.0,0.0
2004-09-07 00:00:00-04:00,2.505560125205871,2.5301173944895163,2.470833167823576,2.5196988582611084,116950932,0.0,0.0
2004-09-08 00:00:00-04:00,2.4988630219379235,2.55566634162594,2.492909807731657,2.5375590324401855,99712188,0.0,0.0
2004-09-09 00:00:00-04:00,2.543264155270112,2.5477285338670628,2.505312801542786,2.537806510925293,81234684,0.0,0.0
2004-09-10 00:00:00-04:00,2.5201957446791363,2.64322883046959,2.512753695666572,2.612718343734741,173977848,0.0,0.0
2004-09-13 00:00:00-04:00,2.644964368659599,2.689118020805163,2.6407478929184083,2.6665451526641846,156882960,0.0,0.0
2004-09-14 00:00:00-04:00,2.6653051595235286,2.7781683183535546,2.648933171757235,2.765517473220825,216579204,0.0,0.0
2004-09-15 00:00:00-04:00,2.742448684953676,2.8334833816365315,2.7335187472736,2.778167963027954,214261524,0.0,0.0
